s.no,bedrooms,bathrooms,area(sq.ft),pets_allowed
2850,2,1,856,"Cats,Dogs"
2851,1,1,856,"Cats,Dogs"
2852,1,1,857,"Cats,Dogs"
2853,1,1,857,None
2854,1,1,858,"Cats,Dogs"
2855,2,1.5,858,"Cats,Dogs"
2856,2,1,858,"Cats,Dogs"
2857,2,1.5,859,"Cats,Dogs"
2858,1,1,859,
2859,2,1,860,"Cats,Dogs"
2860,2,1,860,None
2861,2,1,860,None
2862,1,1,860,"Cats,Dogs"
2863,1,1,860,"Cats,Dogs"
2864,2,2,860,"Cats,Dogs"
2865,1,1,860,None
2866,2,1,860,
2867,2,1,861,None
2868,1,1,861,None
2869,2,1,862,"Cats,Dogs"
2870,2,1,863,None
2871,2,2,863,"Cats,Dogs"
2872,2,1,863,"Cats,Dogs"
2873,2,1,864,
2874,2,1,864,
2875,2,1,864,
2876,3,2,864,None
2877,1,1,864,
2878,2,1,864,Cats
2879,2,1.5,864,
2880,1,1.5,865,"Cats,Dogs"
2881,1,1,865,"Cats,Dogs"
2882,2,1,865,None
2883,2,1,865,
2884,2,1,865,"Cats,Dogs"
2885,2,1,865,
2886,2,1,868,None
2887,2,1,868,Cats
2888,2,2,868,"Cats,Dogs"
2889,2,2,868,"Cats,Dogs"
2890,2,2,868,"Cats,Dogs"
2891,2,2,868,None
2892,4,2,868,None
2893,1,1,869,"Cats,Dogs"
2894,1,1,870,"Cats,Dogs"
2895,1,1,870,"Cats,Dogs"
2896,2,2,870,"Cats,Dogs"
2897,1,1,870,"Cats,Dogs"
2898,1,1,870,"Cats,Dogs"
2899,2,2,870,"Cats,Dogs"
2900,2,2,870,None
2901,2,1,870,"Cats,Dogs"
2902,1,1,870,"Cats,Dogs"
2903,2,1,870,None
2904,2,1,870,"Cats,Dogs"
2905,2,1,870,
2906,2,1,870,
2907,1,1,870,"Cats,Dogs"
2908,1,1,871,"Cats,Dogs"
2909,2,2,871,"Cats,Dogs"
2910,2,2,871,"Cats,Dogs"
2911,1,1,871,
2912,1,1,872,"Cats,Dogs"
2913,2,1.5,872,"Cats,Dogs"
2914,1,1,872,
2915,1,1,872,None
2916,1,1,873,"Cats,Dogs"
2917,1,1,873,"Cats,Dogs"
2918,1,1,873,
2919,1,1,874,None
2920,1,1,874,None
2921,1,1,875,"Cats,Dogs"
2922,1,1,875,None
2923,2,1,875,"Cats,Dogs"
2924,2,1,875,"Cats,Dogs"
2925,2,1,875,"Cats,Dogs"
2926,1,1,875,None
2927,2,1,875,"Cats,Dogs"
2928,2,1,875,None
2929,2,1,875,
2930,2,1,875,"Cats,Dogs"
2931,2,1,875,"Cats,Dogs"
2932,2,1,875,
2933,2,1,875,
2934,1,1,875,None
2935,2,1,875,None
2936,2,1,875,Cats
2937,2,1,875,"Cats,Dogs"
2938,1,1,875,"Cats,Dogs"
2939,3,2,875,None
2940,2,2,875,"Cats,Dogs"
2941,2,1,876,
2942,1,1,876,None
2943,2,1,877,"Cats,Dogs"
2944,3,3,878,None
2945,2,2,878,None
2946,1,1,878,None
2947,1,1.5,880,None
2948,2,1.5,880,"Cats,Dogs"
2949,3,2,880,None
2950,2,1,880,
2951,2,1.5,880,None
2952,2,1,880,
2953,1,1,880,"Cats,Dogs"
2954,2,1,880,None
2955,2,1,880,None
2956,2,1.5,880,
2957,2,2,880,Dogs
2958,1,1,881,"Cats,Dogs"
2959,1,1,881,"Cats,Dogs"
2960,1,1,882,"Cats,Dogs"
2961,2,1,882,
2962,1,1,882,"Cats,Dogs"
2963,2,1,882,"Cats,Dogs"
2964,2,2,883,"Cats,Dogs"
2965,1,1,884,"Cats,Dogs"
2966,2,1,884,
2967,2,1,884,
2968,2,1,884,"Cats,Dogs"
2969,3,1,884,"Cats,Dogs"
2970,4,1,885,"Cats,Dogs"
2971,2,1.5,885,None
2972,1,1,886,"Cats,Dogs"
2973,2,1,886,Dogs
2974,2,1,886,"Cats,Dogs"
2975,2,1,886,"Cats,Dogs"
2976,2,1,886,
2977,1,1,886,Cats
2978,2,1,888,"Cats,Dogs"
2979,1,1,888,None
2980,2,2,888,None
2981,3,2,890,"Cats,Dogs"
2982,2,2,890,None
2983,2,1,890,None
2984,2,2,890,"Cats,Dogs"
2985,2,1,890,
2986,1,1,890,"Cats,Dogs"
2987,1,1,890,"Cats,Dogs"
2988,1,1,890,"Cats,Dogs"
2989,1,1,890,"Cats,Dogs"
2990,1,1,890,"Cats,Dogs"
2991,2,1,890,Cats
2992,1,1,890,None
2993,1,1.5,891,None
2994,2,1,891,"Cats,Dogs"
2995,1,1,892,Dogs
2996,1,1,892,
2997,1,1,892,None
2998,3,1,894,None
2999,2,1,894,"Cats,Dogs"
3000,2,1.5,894,Dogs
3001,2,1,894,"Cats,Dogs"
3002,2,2,895,Cats
3003,2,1,895,"Cats,Dogs"
3004,2,1,895,
3005,2,1,895,"Cats,Dogs"
3006,2,1,895,"Cats,Dogs"
3007,2,2,896,None
3008,1,1,896,
3009,2,1,896,"Cats,Dogs"
3010,2,1,896,"Cats,Dogs"
3011,2,1,897,
3012,1,1,897,"Cats,Dogs"
3013,1,1,898,None
3014,1,1,899,"Cats,Dogs"
3015,1,1.5,899,"Cats,Dogs"
3016,3,2,900,None
3017,3,1.5,900,None
3018,2,1,900,
3019,3,1,900,None
3020,1,1,900,None
3021,2,2,900,"Cats,Dogs"
3022,2,1.5,900,"Cats,Dogs"
3023,2,2,900,"Cats,Dogs"
3024,2,2,900,"Cats,Dogs"
3025,2,1,900,None
3026,1,1,900,None
3027,2,1,900,"Cats,Dogs"
3028,2,1,900,"Cats,Dogs"
3029,2,1,900,"Cats,Dogs"
3030,2,1,900,
3031,2,1,900,"Cats,Dogs"
3032,2,1.5,900,None
3033,2,1,900,
3034,1,1,900,"Cats,Dogs"
3035,1,1,900,None
3036,2,1,900,Cats
3037,2,1,900,"Cats,Dogs"
3038,2,1,900,Cats
3039,2,1,900,None
3040,1,1,900,"Cats,Dogs"
3041,2,2,900,"Cats,Dogs"
3042,2,1.5,900,None
3043,3,1,900,None
3044,2,1,900,"Cats,Dogs"
3045,2,2,900,"Cats,Dogs"
3046,2,1,900,"Cats,Dogs"
3047,2,1,900,None
3048,2,1,900,"Cats,Dogs"
3049,1,1,900,None
3050,2,1,900,
3051,1,1,900,None
3052,4,1,900,None
3053,3,1,900,None
3054,1,1,900,Cats
3055,2,1,900,Cats
3056,2,1,900,"Cats,Dogs"
3057,3,1,900,Cats
3058,2,1,900,"Cats,Dogs"
3059,1,1,900,"Cats,Dogs"
3060,1,1,900,"Cats,Dogs"
3061,2,1.5,900,Cats
3062,2,1,900,"Cats,Dogs"
3063,3,1,900,None
3064,2,2,900,None
3065,2,1,900,"Cats,Dogs"
3066,2,1,900,None
3067,2,1,900,Cats
3068,2,1,900,"Cats,Dogs"
3069,1,1,900,"Cats,Dogs"
3070,2,1,900,"Cats,Dogs"
3071,2,1,900,None
3072,2,1,900,None
3073,2,1,900,None
3074,2,1,900,None
3075,2,1,900,None
3076,2,1,900,None
3077,1,1,900,None
3078,1,1,900,"Cats,Dogs"
3079,1,,900,None
3080,2,1,900,None
3081,2,1,900,None
3082,2,1,900,"Cats,Dogs"
3083,2,2,900,"Cats,Dogs"
3084,2,1,900,"Cats,Dogs"
3085,3,1,900,None
3086,2,1,900,None
3087,2,1,900,"Cats,Dogs"
3088,1,1,900,"Cats,Dogs"
3089,2,1,900,
3090,2,1,900,
3091,2,1.5,900,"Cats,Dogs"
3092,2,1,900,"Cats,Dogs"
3093,2,1,900,Cats
3094,2,1,900,"Cats,Dogs"
3095,2,1,900,None
3096,2,1,900,"Cats,Dogs"
3097,2,1,900,"Cats,Dogs"
3098,2,2,900,"Cats,Dogs"
3099,2,1,900,None
3100,2,1,900,"Cats,Dogs"
3101,2,1,901,
3102,2,1,901,None
3103,2,1,902,
3104,2,2,902,None
3105,2,1,902,"Cats,Dogs"
3106,2,1,902,"Cats,Dogs"
3107,2,1,902,None
3108,1,1,903,"Cats,Dogs"
3109,1,1,903,None
3110,1,1.5,903,None
3111,1,1,903,"Cats,Dogs"
3112,2,2,903,"Cats,Dogs"
3113,2,2,905,"Cats,Dogs"
3114,3,3,905,None
3115,2,1,905,"Cats,Dogs"
3116,2,1,906,None
3117,1,1,906,"Cats,Dogs"
3118,1,1,906,Cats
3119,1,1,907,None
3120,1,1,908,None
3121,2,2,909,Cats
3122,2,2,910,
3123,1,1,910,"Cats,Dogs"
3124,4,2,910,None
3125,2,2,911,None
3126,2,1,912,"Cats,Dogs"
3127,3,1,912,"Cats,Dogs"
3128,2,2,912,Cats
3129,3,2,912,"Cats,Dogs"
3130,1,1,913,"Cats,Dogs"
3131,2,2,913,
3132,1,1,914,"Cats,Dogs"
3133,3,2,914,None
3134,2,2,915,"Cats,Dogs"
3135,2,2,915,None
3136,1,1,915,"Cats,Dogs"
3137,2,1,915,"Cats,Dogs"
3138,2,1,915,None
3139,2,1,916,"Cats,Dogs"
3140,2,1,916,"Cats,Dogs"
3141,2,2,916,None
3142,2,1,917,None
3143,2,1,917,"Cats,Dogs"
3144,2,1.5,918,None
3145,1,1,918,"Cats,Dogs"
3146,1,1,918,Cats
3147,2,1,918,"Cats,Dogs"
3148,3,1,918,"Cats,Dogs"
3149,2,1,918,None
3150,1,1,919,"Cats,Dogs"
3151,1,1,920,"Cats,Dogs"
3152,2,1,920,
3153,2,1,920,"Cats,Dogs"
3154,1,1,920,
3155,2,2,920,"Cats,Dogs"
3156,2,1,920,"Cats,Dogs"
3157,2,1,920,None
3158,2,2,920,
3159,1,1,920,"Cats,Dogs"
3160,2,1,921,"Cats,Dogs"
3161,1,1.5,921,"Cats,Dogs"
3162,2,1,923,"Cats,Dogs"
3163,2,1,923,"Cats,Dogs"
3164,2,2,923,None
3165,1,1,923,"Cats,Dogs"
3166,2,1,925,
3167,2,1,925,
3168,2,2,925,None
3169,1,1,925,"Cats,Dogs"
3170,2,1,925,"Cats,Dogs"
3171,2,2,925,"Cats,Dogs"
3172,2,1,925,"Cats,Dogs"
3173,1,1,925,None
3174,2,1.5,925,"Cats,Dogs"
3175,2,1,925,
3176,2,1,925,"Cats,Dogs"
3177,2,1.5,926,"Cats,Dogs"
3178,2,1.5,927,"Cats,Dogs"
3179,2,2,927,
3180,2,2,927,
3181,2,2,927,
3182,1,1.5,929,None
3183,2,2,930,None
3184,2,1,930,"Cats,Dogs"
3185,1,2,930,None
3186,2,1.5,930,"Cats,Dogs"
3187,2,1.5,930,None
3188,2,2,930,"Cats,Dogs"
3189,2,1,930,"Cats,Dogs"
3190,2,2,930,None
3191,2,2,930,"Cats,Dogs"
3192,2,1,930,None
3193,2,1,930,"Cats,Dogs"
3194,2,1,931,None
3195,1,1,931,None
3196,2,2,931,None
3197,2,1.5,932,
3198,2,1.5,932,"Cats,Dogs"
3199,1,1.5,933,None
3200,2,1,933,"Cats,Dogs"
3201,2,1,933,"Cats,Dogs"
3202,3,1,933,None
3203,3,1,933,"Cats,Dogs"
3204,1,1,933,"Cats,Dogs"
3205,2,1.5,934,"Cats,Dogs"
3206,1,1,935,
3207,2,2,935,"Cats,Dogs"
3208,2,1,935,None
3209,2,1,935,None
3210,2,2,935,"Cats,Dogs"
3211,3,2,936,"Cats,Dogs"
3212,1,1,936,"Cats,Dogs"
3213,3,1,936,None
3214,2,1.5,936,None
3215,3,1,936,None
3216,3,1,936,Dogs
3217,2,2,936,
3218,2,1,937,"Cats,Dogs"
3219,2,1,938,"Cats,Dogs"
3220,1,2,938,Cats
3221,2,2,938,"Cats,Dogs"
3222,2,2,938,"Cats,Dogs"
3223,1,1,939,"Cats,Dogs"
3224,1,1.5,939,"Cats,Dogs"
3225,2,1,939,
3226,3,1,940,Cats
3227,2,2,940,"Cats,Dogs"
3228,2,1.5,940,
3229,2,2,940,"Cats,Dogs"
3230,2,1,940,
3231,2,1,940,
3232,2,1,940,"Cats,Dogs"
3233,2,1,940,None
3234,1,1,941,None
3235,0,1,942,None
3236,2,2,942,
3237,1,1,943,"Cats,Dogs"
3238,2,1.5,944,Dogs
3239,2,1.5,944,Cats
3240,2,1.5,944,"Cats,Dogs"
3241,2,1,945,"Cats,Dogs"
3242,1,1,945,None
3243,4,2,946,None
3244,2,2,946,"Cats,Dogs"
3245,2,2,946,"Cats,Dogs"
3246,2,2,947,"Cats,Dogs"
3247,2,2,948,None
3248,1,1,948,
3249,1,1,949,None
3250,3,1.5,949,"Cats,Dogs"
3251,2,1,949,None
3252,1,1.5,950,"Cats,Dogs"
3253,2,1,950,
3254,1,1,950,
3255,2,1,950,"Cats,Dogs"
3256,2,1.5,950,None
3257,2,2,950,"Cats,Dogs"
3258,2,2,950,"Cats,Dogs"
3259,2,2,950,Dogs
3260,2,1.5,950,"Cats,Dogs"
3261,2,1,950,"Cats,Dogs"
3262,2,1,950,None
3263,1,1.5,950,"Cats,Dogs"
3264,2,1,950,"Cats,Dogs"
3265,2,1,950,None
3266,2,2,950,"Cats,Dogs"
3267,2,1,950,None
3268,3,1,950,None
3269,2,1,950,None
3270,2,1,950,None
3271,1,1,950,
3272,2,1,950,"Cats,Dogs"
3273,2,2,950,None
3274,2,1.5,950,None
3275,1,1,950,"Cats,Dogs"
3276,2,1.5,950,"Cats,Dogs"
3277,3,1,950,Cats
3278,2,2,950,Cats
3279,1,1,950,"Cats,Dogs"
3280,2,1,950,"Cats,Dogs"
3281,2,1,950,"Cats,Dogs"
3282,2,1,950,"Cats,Dogs"
3283,2,2,950,None
3284,2,1,950,"Cats,Dogs"
3285,2,2,950,"Cats,Dogs"
3286,2,2,950,"Cats,Dogs"
3287,2,1,950,"Cats,Dogs"
3288,1,1,950,"Cats,Dogs"
3289,2,2,950,None
3290,2,2,950,None
3291,2,1,950,"Cats,Dogs"
3292,3,1,950,"Cats,Dogs"
3293,2,2,950,None
3294,2,2,950,"Cats,Dogs"
3295,2,2,950,"Cats,Dogs"
3296,2,1,950,"Cats,Dogs"
3297,1,1,950,
3298,2,1.5,950,"Cats,Dogs"
3299,3,2,950,"Cats,Dogs"
3300,2,1,950,None
3301,1,1,951,"Cats,Dogs"
3302,2,1.5,951,"Cats,Dogs"
3303,2,2,951,
3304,2,2,952,None
3305,2,2,952,"Cats,Dogs"
3306,2,1.5,952,"Cats,Dogs"
3307,1,1,953,"Cats,Dogs"
3308,2,2,953,
3309,1,1,953,"Cats,Dogs"
3310,2,2,954,Dogs
3311,2,1,955,Cats
3312,1,1,955,None
3313,2,1,955,None
3314,2,1,955,"Cats,Dogs"
3315,2,2,956,"Cats,Dogs"
3316,1,1,956,
3317,2,1,956,"Cats,Dogs"
3318,1,1,957,None
3319,2,1,957,"Cats,Dogs"
3320,2,1,958,"Cats,Dogs"
3321,2,2,958,"Cats,Dogs"
3322,2,1,959,"Cats,Dogs"
3323,1,1,960,None
3324,2,2,960,"Cats,Dogs"
3325,3,1,960,Cats
3326,3,2,960,None
3327,2,1,960,
3328,2,2,960,"Cats,Dogs"
3329,2,2,960,None
3330,2,1.5,960,"Cats,Dogs"
3331,2,1,960,
3332,3,2,962,None
3333,1,1,962,None
3334,3,1.5,962,None
3335,2,2,962,None
3336,2,2,962,None
3337,2,2,963,None
3338,2,2,963,
3339,2,1,963,None
3340,2,2,964,
3341,2,2,964,
3342,2,2,964,
3343,2,2,964,None
3344,1,1,964,"Cats,Dogs"
3345,2,1,965,"Cats,Dogs"
3346,2,1.5,965,"Cats,Dogs"
3347,1,1,965,None
3348,2,1,966,"Cats,Dogs"
3349,2,2,966,
3350,2,2,966,None
3351,2,1.5,966,"Cats,Dogs"
3352,2,2,967,None
3353,2,2,967,
3354,1,1,967,None
3355,2,1,968,"Cats,Dogs"
3356,2,1.5,969,"Cats,Dogs"
3357,2,2,970,"Cats,Dogs"
3358,2,1,970,None
3359,2,1,970,None
3360,2,2,970,
3361,2,2,970,
3362,1,1,970,Cats
3363,2,1,970,"Cats,Dogs"
3364,2,1,970,None
3365,2,1.5,970,None
3366,2,1,970,None
3367,2,1,970,None
3368,2,1.5,972,"Cats,Dogs"
3369,2,2,972,None
3370,4,1,972,"Cats,Dogs"
3371,2,1.5,972,"Cats,Dogs"
3372,2,2,972,"Cats,Dogs"
3373,2,1,973,
3374,2,2,975,"Cats,Dogs"
3375,2,1,975,"Cats,Dogs"
3376,1,1,975,"Cats,Dogs"
3377,3,1,975,None
3378,2,1.5,975,
3379,2,1,975,
3380,2,1,975,
3381,3,1,975,Cats
3382,2,1,975,"Cats,Dogs"
3383,2,2,975,"Cats,Dogs"
3384,1,1,975,"Cats,Dogs"
3385,2,2,976,"Cats,Dogs"
3386,2,2,976,
3387,2,2,976,
3388,2,2,976,None
3389,2,2,976,None
3390,2,2,976,
3391,2,2,976,None
3392,2,2,977,None
3393,2,2,977,"Cats,Dogs"
3394,2,1,978,"Cats,Dogs"
3395,2,2,979,
3396,2,2,979,None
3397,2,2,979,None
3398,2,2,980,Cats
3399,1,1,980,None
3400,1,2,980,"Cats,Dogs"
3401,2,1.5,980,None
3402,2,2,980,Cats
3403,1,1,980,
3404,2,1,980,None
3405,2,2,980,"Cats,Dogs"
3406,1,1,982,"Cats,Dogs"
3407,2,2,983,
3408,2,2,984,"Cats,Dogs"
3409,2,2,985,
3410,2,1,985,None
3411,2,1.5,985,
3412,2,1,985,
3413,2,1,985,
3414,1,1,985,"Cats,Dogs"
3415,2,2,986,
3416,1,1,986,"Cats,Dogs"
3417,2,2,986,"Cats,Dogs"
3418,2,2,988,"Cats,Dogs"
3419,2,1,988,None
3420,2,2,988,None
3421,2,2,988,None
3422,2,1,989,"Cats,Dogs"
3423,,2,989,None
3424,2,2,990,"Cats,Dogs"
3425,1,1,990,"Cats,Dogs"
3426,2,1,992,
3427,2,2,992,"Cats,Dogs"
3428,1,1,993,"Cats,Dogs"
3429,2,1,994,"Cats,Dogs"
3430,2,2,994,
3431,2,2,995,"Cats,Dogs"
3432,1,1,995,None
3433,2,2,996,"Cats,Dogs"
3434,2,2,996,
3435,2,2,996,
3436,2,1,996,None
3437,1,1,998,None
3438,2,2,998,Cats
3439,2,1,1000,None
3440,1,1.5,1000,"Cats,Dogs"
3441,1,1,1000,"Cats,Dogs"
3442,2,1,1000,
3443,3,1,1000,None
3444,1,1,1000,None
3445,2,1,1000,"Cats,Dogs"
3446,2,2,1000,"Cats,Dogs"
3447,3,1.5,1000,None
3448,2,2,1000,"Cats,Dogs"
3449,3,2,1000,"Cats,Dogs"
3450,2,2,1000,"Cats,Dogs"
3451,4,1,1000,
3452,2,2,1000,None
3453,2,1,1000,None
3454,2,2,1000,None
3455,2,2,1000,"Cats,Dogs"
3456,4,2,1000,None
3457,3,2,1000,None
3458,0,1,1000,None
3459,2,2,1000,"Cats,Dogs"
3460,2,1,1000,"Cats,Dogs"
3461,2,2,1000,"Cats,Dogs"
3462,4,2,1000,None
3463,2,1,1000,"Cats,Dogs"
3464,3,2,1000,
3465,2,1,1000,"Cats,Dogs"
3466,1,1,1000,None
3467,4,2,1000,None
3468,2,2,1000,
3469,2,1.5,1000,"Cats,Dogs"
3470,2,1,1000,"Cats,Dogs"
3471,2,2,1000,"Cats,Dogs"
3472,2,2,1000,"Cats,Dogs"
3473,2,1,1000,"Cats,Dogs"
3474,2,1.5,1000,"Cats,Dogs"
3475,3,1,1000,
3476,1,1.5,1000,"Cats,Dogs"
3477,2,1,1000,"Cats,Dogs"
3478,3,1,1000,None
3479,2,1,1000,Cats
3480,2,1,1000,"Cats,Dogs"
3481,2,2,1000,"Cats,Dogs"
3482,3,1,1000,None
3483,2,1,1000,"Cats,Dogs"
3484,2,1,1000,"Cats,Dogs"
3485,1,1,1000,None
3486,2,1,1000,None
3487,2,1.5,1000,Cats
3488,2,2,1000,"Cats,Dogs"
3489,2,2,1000,
3490,2,1,1000,None
3491,2,2,1000,"Cats,Dogs"
3492,2,1,1000,None
3493,2,1,1000,"Cats,Dogs"
3494,2,2,1000,"Cats,Dogs"
3495,2,1.5,1000,"Cats,Dogs"
3496,2,1.5,1000,"Cats,Dogs"
3497,2,1,1000,"Cats,Dogs"
3498,2,1,1000,
3499,2,1,1000,
3500,2,2,1000,"Cats,Dogs"
3501,3,2,1000,None
3502,2,1,1000,None
3503,2,2,1000,None
3504,2,2,1000,"Cats,Dogs"
3505,1,1,1000,None
3506,2,1,1000,"Cats,Dogs"
3507,2,1,1000,None
3508,2,1,1000,
3509,3,1,1002,None
3510,2,2,1002,"Cats,Dogs"
3511,2,1,1002,"Cats,Dogs"
3512,2,1,1002,"Cats,Dogs"
3513,1,1,1003,"Cats,Dogs"
3514,2,2,1004,"Cats,Dogs"
3515,2,1,1004,
3516,2,2,1005,None
3517,2,2,1006,None
3518,3,2,1007,"Cats,Dogs"
3519,2,2,1008,None
3520,1,1,1008,"Cats,Dogs"
3521,4,2,1008,None
3522,1,1,1008,Cats
3523,2,2,1008,"Cats,Dogs"
3524,3,1,1008,
3525,2,1.5,1008,"Cats,Dogs"
3526,2,1,1008,Cats
3527,1,1,1009,"Cats,Dogs"
3528,2,2,1009,None
3529,2,2,1010,"Cats,Dogs"
3530,2,1,1010,"Cats,Dogs"
3531,2,1,1010,"Cats,Dogs"
3532,4,2,1012,None
3533,2,2,1014,
3534,2,1,1015,None
3535,2,1,1015,Dogs
3536,2,2,1015,"Cats,Dogs"
3537,2,2,1017,"Cats,Dogs"
3538,2,2,1017,
3539,1,1,1017,Cats
3540,2,2,1017,
3541,2,2,1018,Cats
3542,1,1,1019,"Cats,Dogs"
3543,3,2,1019,"Cats,Dogs"
3544,1,1,1019,
3545,2,1,1019,"Cats,Dogs"
3546,3,2,1020,None
3547,2,1,1020,"Cats,Dogs"
3548,2,2,1020,None
3549,2,2,1020,"Cats,Dogs"
3550,2,2,1021,None
3551,3,1,1022,"Cats,Dogs"
3552,2,2,1022,Cats
3553,1,2,1022,Cats
3554,2,1,1023,
3555,2,2.5,1023,None
3556,2,1.5,1024,"Cats,Dogs"
3557,3,1.5,1024,None
3558,3,1.5,1024,None
3559,2,2,1024,"Cats,Dogs"
3560,2,2,1024,None
3561,2,1.5,1024,
3562,1,1,1025,None
3563,2,1.5,1025,"Cats,Dogs"
3564,2,2,1025,"Cats,Dogs"
3565,2,1.5,1025,"Cats,Dogs"
3566,2,2,1025,None
3567,2,2,1025,"Cats,Dogs"
3568,2,1,1025,"Cats,Dogs"
3569,2,1.5,1025,None
3570,2,2,1026,"Cats,Dogs"
3571,2,1,1027,Cats
3572,2,2,1028,"Cats,Dogs"
3573,2,2,1028,"Cats,Dogs"
3574,2,1,1028,"Cats,Dogs"
3575,3,1,1029,None
3576,3,1,1030,"Cats,Dogs"
3577,1,1,1030,
3578,1,1,1030,"Cats,Dogs"
3579,2,2,1030,"Cats,Dogs"
3580,2,2,1031,"Cats,Dogs"
3581,2,2,1031,"Cats,Dogs"
3582,2,2,1031,"Cats,Dogs"
3583,2,2,1033,Cats
3584,2,2,1034,"Cats,Dogs"
3585,1,1,1034,
3586,4,2,1035,None
3587,2,1,1035,"Cats,Dogs"
3588,2,2,1036,
3589,2,2,1036,
3590,2,2,1036,"Cats,Dogs"
3591,2,1,1036,None
3592,2,1,1036,Dogs
3593,2,2,1036,"Cats,Dogs"
3594,3,2,1037,Cats
3595,1,1,1037,"Cats,Dogs"
3596,2,1,1038,None
3597,2,2,1040,"Cats,Dogs"
3598,2,2.5,1040,
3599,2,1.5,1040,"Cats,Dogs"
3600,2,2,1040,None
3601,2,2,1041,"Cats,Dogs"
3602,2,2,1042,
3603,1,1,1044,"Cats,Dogs"
3604,1,1,1044,"Cats,Dogs"
3605,0,1,1045,"Cats,Dogs"
3606,2,2,1048,None
3607,2,2,1049,"Cats,Dogs"
3608,4,1,1050,None
3609,2,1,1050,"Cats,Dogs"
3610,2,1,1050,"Cats,Dogs"
3611,2,1,1050,"Cats,Dogs"
3612,2,2,1050,Cats
3613,2,2,1050,"Cats,Dogs"
3614,2,2,1050,"Cats,Dogs"
3615,2,1,1050,None
3616,2,2,1050,None
3617,2,2,1050,None
3618,2,1,1050,"Cats,Dogs"
3619,2,1,1050,"Cats,Dogs"
3620,2,1.5,1050,
3621,3,1,1050,"Cats,Dogs"
3622,2,2,1050,"Cats,Dogs"
3623,2,2,1050,
3624,2,2,1050,
3625,2,1,1050,None
3626,2,2,1050,"Cats,Dogs"
3627,2,1,1050,None
3628,1,1,1050,"Cats,Dogs"
3629,2,2,1050,
3630,3,1,1050,"Cats,Dogs"
3631,1,1,1050,Dogs
3632,2,2,1050,Cats
3633,2,2,1050,Cats
3634,3,1,1050,Cats
3635,3,1,1050,
3636,2,1,1050,Dogs
3637,2,1.5,1050,
3638,2,1.5,1050,"Cats,Dogs"
3639,2,2,1051,"Cats,Dogs"
3640,2,2,1052,"Cats,Dogs"
3641,1,1,1052,"Cats,Dogs"
3642,2,2,1052,None
3643,1,1,1053,"Cats,Dogs"
3644,2,2,1054,"Cats,Dogs"
3645,2,2,1054,"Cats,Dogs"
3646,2,2,1054,"Cats,Dogs"
3647,1,1,1055,Cats
3648,1,1,1055,
3649,1,1,1055,
3650,4,2,1056,None
3651,2,1.5,1056,"Cats,Dogs"
3652,2,2.5,1056,"Cats,Dogs"
3653,2,2,1056,"Cats,Dogs"
3654,2,2,1057,
3655,2,2.5,1059,None
3656,2,2,1059,"Cats,Dogs"
3657,2,2,1060,Cats
3658,2,2,1060,"Cats,Dogs"
3659,2,1,1060,"Cats,Dogs"
3660,2,1,1060,"Cats,Dogs"
3661,2,2,1060,"Cats,Dogs"
3662,2,2,1060,None
3663,2,2,1063,None
3664,2,2,1063,None
3665,2,2,1063,None
3666,2,2,1064,"Cats,Dogs"
3667,3,2,1064,"Cats,Dogs"
3668,4,2,1064,None
3669,2,2,1065,"Cats,Dogs"
3670,2,2,1065,"Cats,Dogs"
3671,2,2,1066,"Cats,Dogs"
3672,3,2,1066,None
3673,2,2,1066,"Cats,Dogs"
3674,2,1,1067,"Cats,Dogs"
3675,2,1,1067,"Cats,Dogs"
3676,2,2,1067,"Cats,Dogs"
3677,2,2,1067,"Cats,Dogs"
3678,2,2,1068,"Cats,Dogs"
3679,2,2,1068,
3680,2,2,1069,
3681,3,1,1070,None
3682,2,1,1070,"Cats,Dogs"
3683,2,2,1070,"Cats,Dogs"
3684,2,2,1071,
3685,3,2,1071,"Cats,Dogs"
3686,2,2,1072,
3687,2,2,1072,"Cats,Dogs"
3688,2,1,1072,"Cats,Dogs"
3689,1,1,1073,"Cats,Dogs"
3690,2,1,1073,"Cats,Dogs"
3691,2,1,1073,None
3692,2,2,1074,None
3693,2,1,1075,None
3694,2,2,1075,"Cats,Dogs"
3695,2,1,1075,"Cats,Dogs"
3696,1,1,1075,
3697,2,2,1075,"Cats,Dogs"
3698,2,1,1075,"Cats,Dogs"
3699,1,1,1076,"Cats,Dogs"
3700,2,2,1077,"Cats,Dogs"
3701,2,2,1077,"Cats,Dogs"
3702,2,2,1077,"Cats,Dogs"
3703,2,1,1079,
3704,3,1.5,1080,"Cats,Dogs"
3705,2,2,1080,"Cats,Dogs"
3706,3,1.5,1080,None
3707,2,1,1080,"Cats,Dogs"
3708,3,2,1080,None
3709,2,2,1081,
3710,2,2.5,1082,"Cats,Dogs"
3711,2,2,1082,"Cats,Dogs"
3712,1,1,1083,"Cats,Dogs"
3713,1,1,1084,"Cats,Dogs"
3714,2,2,1085,"Cats,Dogs"
3715,2,2,1085,
3716,2,2,1085,"Cats,Dogs"
3717,2,2,1085,"Cats,Dogs"
3718,2,2,1085,None
3719,2,1,1085,"Cats,Dogs"
3720,2,2,1087,
3721,2,1,1087,None
3722,2,2,1087,
3723,2,1.5,1088,"Cats,Dogs"
3724,2,1,1088,"Cats,Dogs"
3725,2,2,1088,"Cats,Dogs"
